Invoice Number,CU Serial Number,CU Invoice Number,Amount,Date-time
933233,KRAMW019202207043466,0190434660000011979,1507.63,2023-01-16 11:43:12
933231,KRAMW019202207043466,0190434660000011978,22999.32,2023-01-16 11:42:12
933229,KRAMW019202207043466,0190434660000011977,810,2023-01-16 11:41:32
933228,KRAMW019202206040751,0190407510000011972,1080.01,2023-01-16 11:40:52
933227,KRAMW019202207043466,0190434660000011976,810,2023-01-16 11:40:14
933226,KRAMW019202206040751,0190407510000011971,1637.1,2023-01-16 11:39:30
933224,KRAMW019202206040751,0190407510000011970,3051.9,2023-01-16 11:38:24
933223,KRAMW019202207043466,0190434660000011974,5040.88,2023-01-16 11:35:51
933220,KRAMW019202207043466,0190434660000011972,10948.79,2023-01-16 11:32:10
933218,KRAMW019202207043466,0190434660000011971,6425.64,2023-01-16 11:30:28
933214,KRAMW019202207043466,0190434660000011969,10647.87,2023-01-16 11:27:16
933213,KRAMW019202206040751,0190407510000011964,5408.81,2023-01-16 11:25:18
933211,KRAMW019202206040751,0190407510000011963,8451.1,2023-01-16 11:23:56
933208,KRAMW019202207043466,0190434660000011966,4636.89,2023-01-16 11:19:39
933205,KRAMW019202206040751,0190407510000011960,36854.44,2023-01-16 11:16:25
933201,KRAMW019202206040751,0190407510000011958,1080.01,2023-01-16 11:12:19
933200,KRAMW019202207043466,0190434660000011962,22999.32,2023-01-16 11:11:40
933198,KRAMW019202207043466,0190434660000011961,60035.26,2023-01-16 11:10:54
933194,KRAMW019202207043466,0190434660000011959,5271.28,2023-01-16 11:07:14
933190,KRAMW019202207043466,0190434660000011957,27887.99,2023-01-16 11:03:37
933186,KRAMW019202207043466,0190434660000011955,2023.18,2023-01-16 10:58:56
933178,KRAMW019202207043466,0190434660000011951,39583.73,2023-01-16 10:45:20
933175,KRAMW019202206040751,0190407510000011943,2157.44,2023-01-16 10:40:34
933174,KRAMW019202207043466,0190434660000011949,2018.58,2023-01-16 10:39:37
933173,KRAMW019202206040751,0190407510000011942,3049.19,2023-01-16 10:38:39
933170,KRAMW019202207043466,0190434660000011946,1690.79,2023-01-16 10:36:59
933168,KRAMW019202207043466,0190434660000011945,740,2023-01-16 10:35:15
933166,KRAMW019202207043466,0190434660000011944,3106.48,2023-01-16 10:34:21
933164,KRAMW019202207043466,0190434660000011943,4262.18,2023-01-16 10:33:18
933163,KRAMW019202206040751,0190407510000011937,2857.59,2023-01-16 10:32:10
933162,KRAMW019202207043466,0190434660000011942,2225.01,2023-01-16 10:30:13
933161,KRAMW019202206040751,0190407510000011936,2385.9,2023-01-16 10:27:49
933160,KRAMW019202206040751,0190407510000011934,1701.89,2023-01-16 10:26:58
933159,KRAMW019202207043466,0190434660000011939,1701.89,2023-01-16 10:26:11
933158,KRAMW019202206040751,0190407510000011933,540,2023-01-16 10:24:57
933157,KRAMW019202207043466,0190434660000011938,661.2,2023-01-16 10:24:08
933155,KRAMW019202206040751,0190407510000011932,8390.7,2023-01-16 10:23:32
933154,KRAMW019202206040751,0190407510000011931,3678.49,2023-01-16 10:22:35
933152,KRAMW019202206040751,0190407510000011930,20526.61,2023-01-16 10:21:36
933150,KRAMW019202206040751,0190407510000011929,270,2023-01-16 10:20:11
933148,KRAMW019202206040751,0190407510000011928,740,2023-01-16 10:19:19
933146,KRAMW019202207043466,0190434660000011932,4620.54,2023-01-16 10:18:18
933144,KRAMW019202207043466,0190434660000011931,1166.99,2023-01-16 10:16:55
933142,KRAMW019202207043466,0190434660000011930,260,2023-01-16 10:15:22
933140,KRAMW019202206040751,0190407510000011924,5017.76,2023-01-16 10:14:44
933139,KRAMW019202206040751,0190407510000011923,3575.7,2023-01-16 10:13:09
933137,KRAMW019202207043466,0190434660000011927,14388.46,2023-01-16 10:11:32
933131,KRAMW019202207043466,0190434660000011924,885.4,2023-01-16 10:04:50
933128,KRAMW019202206040751,0190407510000011916,2387.7,2023-01-16 10:03:39
933124,KRAMW019202207043466,0190434660000011920,1701.89,2023-01-16 09:59:27
933123,KRAMW019202206040751,0190407510000011912,1296,2023-01-16 09:57:06
933116,KRAMW019202206040751,0190407510000011907,1637.1,2023-01-16 09:50:34
933114,KRAMW019202207043466,0190434660000011913,540,2023-01-16 09:46:46
933113,KRAMW019202206040751,0190407510000011905,36046.88,2023-01-16 09:45:37
933111,KRAMW019202206040751,0190407510000011903,610.84,2023-01-16 09:41:07
933105,KRAMW019202207043466,0190434660000011907,11376.41,2023-01-16 09:31:42
933104,KRAMW019202206040751,0190407510000011899,29757.83,2023-01-16 09:30:34
933103,KRAMW019202207043466,0190434660000011906,58722.15,2023-01-16 09:29:43
933100,KRAMW019202207043466,0190434660000011904,3850.97,2023-01-16 09:25:56
933094,KRAMW019202207043466,0190434660000011901,1965.9,2023-01-16 09:21:13
933091,KRAMW019202207043466,0190434660000011900,6086.25,2023-01-16 09:16:08
933089,KRAMW019202207043466,0190434660000011899,1080.01,2023-01-16 09:13:32
933084,KRAMW019202207043466,0190434660000011896,666.15,2023-01-16 09:06:57
933078,KRAMW019202206040751,0190407510000011884,540,2023-01-16 08:59:54
933076,KRAMW019202207043466,0190434660000011890,28011.76,2023-01-16 08:58:19
933074,KRAMW019202207043466,0190434660000011889,885.4,2023-01-16 08:56:17
933066,KRAMW019202206040751,0190407510000011877,2102.53,2023-01-16 08:47:36
933064,KRAMW019202207043466,0190434660000011884,1092.59,2023-01-16 08:46:10
933063,KRAMW019202206040751,0190407510000011876,3338.99,2023-01-16 08:45:15
933061,KRAMW019202206040751,0190407510000011875,2104.18,2023-01-16 08:44:16
933060,KRAMW019202207043466,0190434660000011882,661.2,2023-01-16 08:43:15
933058,KRAMW019202207043466,0190434660000011881,1517.38,2023-01-16 08:41:54
933056,KRAMW019202206040751,0190407510000011873,3732.76,2023-01-16 08:40:13
933054,KRAMW019202207043466,0190434660000011879,5207.99,2023-01-16 08:39:13
933050,KRAMW019202207043466,0190434660000011877,6497.01,2023-01-16 08:34:11
933049,KRAMW019202206040751,0190407510000011869,396.15,2023-01-16 08:32:55
933048,KRAMW019202206040751,0190407510000011868,5121.27,2023-01-16 08:32:10
933047,KRAMW019202207043466,0190434660000011875,51331.14,2023-01-16 08:30:02
933044,KRAMW019202207043466,0190434660000011874,5570.37,2023-01-16 08:28:09
933043,KRAMW019202207043466,0190434660000011873,4363.16,2023-01-16 08:26:20
933042,KRAMW019202206040751,0190407510000011865,6554.65,2023-01-16 08:25:05
933038,KRAMW019202206040751,0190407510000011863,1480,2023-01-16 08:22:02
933033,KRAMW019202207043466,0190434660000011868,1637.1,2023-01-16 08:17:13
933029,KRAMW019202207043466,0190434660000011866,7994.08,2023-01-16 08:13:09
933023,KRAMW019202207043466,0190434660000011863,5934.13,2023-01-16 08:08:40
933019,KRAMW019202207043466,0190434660000011861,62309.13,2023-01-16 08:06:52
933018,KRAMW019202206040751,0190407510000011853,2671.19,2023-01-16 08:05:21
933017,KRAMW019202206040751,0190407510000011852,1701.89,2023-01-16 08:04:28
933015,KRAMW019202207043466,0190434660000011858,1637.1,2023-01-16 08:01:23
933014,KRAMW019202206040751,0190407510000011850,1651.48,2023-01-16 08:00:27
933012,KRAMW019202206040751,0190407510000011849,77240.1,2023-01-16 07:59:19
933011,KRAMW019202207043466,0190434660000011856,1221.69,2023-01-16 07:55:37
933001,KRAMW019202206040751,0190407510000011834,505.79,2023-01-14 12:17:45
933000,KRAMW019202207043466,0190434660000011846,3147.86,2023-01-14 12:17:06
932999,KRAMW019202206040751,0190407510000011833,7806.43,2023-01-14 12:16:23
932998,KRAMW019202206040751,0190407510000011832,270,2023-01-14 12:15:10
932997,KRAMW019202207043466,0190434660000011844,505.79,2023-01-14 12:14:25
932996,KRAMW019202206040751,0190407510000011831,2524.37,2023-01-14 12:13:30
932995,KRAMW019202207043466,0190434660000011843,935,2023-01-14 12:12:43
932994,KRAMW019202206040751,0190407510000011830,3747.6,2023-01-14 12:11:56
932992,KRAMW019202206040751,0190407510000011829,25215.15,2023-01-14 12:10:52
932991,KRAMW019202207043466,0190434660000011841,31232.61,2023-01-14 12:09:47
932990,KRAMW019202206040751,0190407510000011828,2151.89,2023-01-14 12:08:07
932989,KRAMW019202207043466,0190434660000011840,1758.44,2023-01-14 12:07:04
932988,KRAMW019202207043466,0190434660000011839,299.7,2023-01-14 12:06:07
932987,KRAMW019202206040751,0190407510000011826,945.01,2023-01-14 12:05:26
932986,KRAMW019202207043466,0190434660000011838,1569.41,2023-01-14 12:04:30
932985,KRAMW019202206040751,0190407510000011825,1272.04,2023-01-14 12:01:17
932984,KRAMW019202207043466,0190434660000011837,1206.88,2023-01-14 12:00:31
932982,KRAMW019202206040751,0190407510000011824,1188,2023-01-14 11:58:50
932980,KRAMW019202207043466,0190434660000011836,1598.39,2023-01-14 11:57:54
932979,KRAMW019202207043466,0190434660000011835,28800.02,2023-01-14 11:56:13
932978,KRAMW019202206040751,0190407510000011822,3003.87,2023-01-14 11:53:36
932977,KRAMW019202207043466,0190434660000011834,5417.09,2023-01-14 11:52:13
932975,KRAMW019202206040751,0190407510000011820,5230.62,2023-01-14 11:50:57
932972,KRAMW019202206040751,0190407510000011819,911.04,2023-01-14 11:49:50
932971,KRAMW019202207043466,0190434660000011831,2032.68,2023-01-14 11:48:49
932969,KRAMW019202207043466,0190434660000011830,4720.04,2023-01-14 11:47:44
932967,KRAMW019202207043466,0190434660000011829,3879.77,2023-01-14 11:46:44
932966,KRAMW019202206040751,0190407510000011816,1701.89,2023-01-14 11:45:45
932963,KRAMW019202206040751,0190407510000011815,2277.02,2023-01-14 11:45:04
932961,KRAMW019202207043466,0190434660000011826,27960.06,2023-01-14 11:44:28
932959,KRAMW019202207043466,0190434660000011825,3165.01,2023-01-14 11:43:44
932956,KRAMW019202206040751,0190407510000011811,29994.02,2023-01-14 11:42:13
932954,KRAMW019202207043466,0190434660000011822,2671.19,2023-01-14 11:40:49
932953,KRAMW019202206040751,0190407510000011809,1637.1,2023-01-14 11:40:10
932952,KRAMW019202206040751,0190407510000011808,530,2023-01-14 11:39:26
932951,KRAMW019202206040751,0190407510000011807,4066.89,2023-01-14 11:38:44
932950,KRAMW019202206040751,0190407510000011806,3087.27,2023-01-14 11:37:32
932949,KRAMW019202207043466,0190434660000011818,3338.99,2023-01-14 11:36:30
932947,KRAMW019202206040751,0190407510000011804,299.7,2023-01-14 11:35:41
932946,KRAMW019202206040751,0190407510000011803,1410.72,2023-01-14 11:35:07
932945,KRAMW019202207043466,0190434660000011815,945.01,2023-01-14 11:34:25
932941,KRAMW019202207043466,0190434660000011811,792.3,2023-01-14 11:29:25
932939,KRAMW019202206040751,0190407510000011797,8594.79,2023-01-14 11:26:28
932938,KRAMW019202207043466,0190434660000011809,20987.04,2023-01-14 11:25:31
932932,KRAMW019202207043466,0190434660000011804,4987.92,2023-01-14 11:14:25
932930,KRAMW019202207043466,0190434660000011803,10430.94,2023-01-14 11:12:53
932929,KRAMW019202206040751,0190407510000011790,5004.57,2023-01-14 11:10:18
932926,KRAMW019202206040751,0190407510000011789,4390.2,2023-01-14 11:08:17
932925,KRAMW019202206040751,0190407510000011788,16009.9,2023-01-14 11:07:14
932923,KRAMW019202206040751,0190407510000011787,1637.1,2023-01-14 11:05:56
932921,KRAMW019202206040751,0190407510000011786,1221.68,2023-01-14 11:05:11
932918,KRAMW019202207043466,0190434660000011797,3202.45,2023-01-14 11:04:05
932916,KRAMW019202207043466,0190434660000011796,44985.15,2023-01-14 11:03:06
932915,KRAMW019202206040751,0190407510000011783,51000.56,2023-01-14 11:01:28
932913,KRAMW019202207043466,0190434660000011794,10284.94,2023-01-14 10:59:39
932911,KRAMW019202207043466,0190434660000011792,74869.64,2023-01-14 10:57:43
932910,KRAMW019202207043466,0190434660000011791,36704.86,2023-01-14 10:56:19
932906,KRAMW019202206040751,0190407510000011776,18979.9,2023-01-14 10:53:58
932904,KRAMW019202206040751,0190407510000011774,21847.11,2023-01-14 10:51:44
932903,KRAMW019202206040751,0190407510000011773,18683.27,2023-01-14 10:50:10
932899,KRAMW019202206040751,0190407510000011769,1006.99,2023-01-14 10:46:45
932897,KRAMW019202207043466,0190434660000011781,5980.51,2023-01-14 10:45:52
932895,KRAMW019202206040751,0190407510000011766,17215.93,2023-01-14 10:44:01
932894,KRAMW019202207043466,0190434660000011778,2516.54,2023-01-14 10:43:23
932892,KRAMW019202206040751,0190407510000011764,3665.06,2023-01-14 10:42:26
932890,KRAMW019202206040751,0190407510000011763,2813.37,2023-01-14 10:41:17
932888,KRAMW019202207043466,0190434660000011774,139247.5,2023-01-14 10:38:50
932886,KRAMW019202206040751,0190407510000011761,58736.37,2023-01-14 10:36:39
932885,KRAMW019202206040751,0190407510000011760,51790.49,2023-01-14 10:35:13
932884,KRAMW019202207043466,0190434660000011772,10505.83,2023-01-14 10:34:13
932883,KRAMW019202206040751,0190407510000011759,9932.27,2023-01-14 10:33:06
932882,KRAMW019202207043466,0190434660000011771,40707.69,2023-01-14 10:31:49
932877,KRAMW019202207043466,0190434660000011764,26000.24,2023-01-14 10:25:10
932875,KRAMW019202207043466,0190434660000011762,48771.8,2023-01-14 10:21:13
932873,KRAMW019202206040751,0190407510000011748,33131.43,2023-01-14 10:18:01
932867,KRAMW019202207043466,0190434660000011754,100739.8,2023-01-14 10:06:32
932865,KRAMW019202207043466,0190434660000011753,5539.47,2023-01-14 10:04:51
932864,KRAMW019202206040751,0190407510000011740,101284.9,2023-01-14 10:03:02
932859,KRAMW019202206040751,0190407510000011738,24160.59,2023-01-14 09:56:27
932855,KRAMW019202206040751,0190407510000011735,51775.98,2023-01-14 09:50:24
932851,KRAMW019202206040751,0190407510000011733,32436.21,2023-01-14 09:44:02
932850,KRAMW019202207043466,0190434660000011745,24130.5,2023-01-14 09:42:52
932844,KRAMW019202207043466,0190434660000011742,1701.89,2023-01-14 09:37:19
932843,KRAMW019202206040751,0190407510000011729,540,2023-01-14 09:36:29
932842,KRAMW019202206040751,0190407510000011728,2759.24,2023-01-14 09:34:28
932840,KRAMW019202206040751,0190407510000011727,6512.21,2023-01-14 09:33:01
932839,KRAMW019202207043466,0190434660000011739,3054.21,2023-01-14 09:31:25
932838,KRAMW019202206040751,0190407510000011726,2013.99,2023-01-14 09:28:33
932836,KRAMW019202206040751,0190407510000011725,540,2023-01-14 09:27:38
932835,KRAMW019202207043466,0190434660000011737,792.3,2023-01-14 09:26:06
932832,KRAMW019202207043466,0190434660000011736,1350.01,2023-01-14 09:25:13
932831,KRAMW019202206040751,0190407510000011723,684.01,2023-01-14 09:21:54
932830,KRAMW019202207043466,0190434660000011735,1905.69,2023-01-14 09:19:12
932829,KRAMW019202206040751,0190407510000011722,3752.95,2023-01-14 09:17:38
932828,KRAMW019202206040751,0190407510000011721,945.01,2023-01-14 09:16:55
932827,KRAMW019202206040751,0190407510000011720,1988.55,2023-01-14 09:16:01
932825,KRAMW019202206040751,0190407510000011718,24889.35,2023-01-14 09:13:19
932823,KRAMW019202206040751,0190407510000011717,7033.36,2023-01-14 09:12:19
932821,KRAMW019202206040751,0190407510000011716,3253.36,2023-01-14 09:10:37
932818,KRAMW019202207043466,0190434660000011727,1350.01,2023-01-14 09:09:28
932817,KRAMW019202206040751,0190407510000011714,5466.63,2023-01-14 09:08:28
932814,KRAMW019202207043466,0190434660000011725,11499.66,2023-01-14 09:06:43
932813,KRAMW019202206040751,0190407510000011712,4424.14,2023-01-14 09:06:06
932812,KRAMW019202207043466,0190434660000011724,2064.34,2023-01-14 09:05:06
932809,KRAMW019202206040751,0190407510000011710,4337.12,2023-01-14 09:03:59
932805,KRAMW019202206040751,0190407510000011708,3567.06,2023-01-14 09:02:41
932801,KRAMW019202207043466,0190434660000011718,3531.37,2023-01-14 08:53:05
932797,KRAMW019202206040751,0190407510000011704,22313.38,2023-01-14 08:46:20
932766,KRAMW019202207043466,0190434660000011688,34251.64,2023-01-13 13:56:13
932765,KRAMW019202206040751,0190407510000011675,60793.58,2023-01-13 13:53:25
932764,KRAMW019202207043466,0190434660000011687,66787.03,2023-01-13 13:49:38
932736,KRAMW019202207043466,0190434660000011667,6351.28,2023-01-13 11:23:55
932729,KRAMW019202207043466,0190434660000011661,9254.41,2023-01-13 11:13:28
932727,KRAMW019202207043466,0190434660000011660,1555.79,2023-01-13 11:12:01
932726,KRAMW019202206040751,0190407510000011648,15123.33,2023-01-13 11:11:08
932719,KRAMW019202207043466,0190434660000011656,3246.24,2023-01-13 11:06:28
932715,KRAMW019202207043466,0190434660000011654,11812.5,2023-01-13 11:00:18
932702,KRAMW019202207043466,0190434660000011645,13250.1,2023-01-13 10:42:04
932692,KRAMW019202206040751,0190407510000011626,3338.99,2023-01-13 10:27:13
932690,KRAMW019202206040751,0190407510000011625,17249.49,2023-01-13 10:25:22
932689,KRAMW019202206040751,0190407510000011624,4683.03,2023-01-13 10:24:32
932687,KRAMW019202207043466,0190434660000011634,1410.72,2023-01-13 10:23:03
932685,KRAMW019202206040751,0190407510000011621,66705.69,2023-01-13 10:22:17
932683,KRAMW019202207043466,0190434660000011631,11037.26,2023-01-13 10:20:01
932682,KRAMW019202207043466,0190434660000011630,7173.25,2023-01-13 10:18:40
932681,KRAMW019202206040751,0190407510000011617,3791.9,2023-01-13 10:16:25
932679,KRAMW019202206040751,0190407510000011615,4138.2,2023-01-13 10:14:49
932677,KRAMW019202207043466,0190434660000011625,3235.68,2023-01-13 10:13:58
932674,KRAMW019202207043466,0190434660000011623,7797.58,2023-01-13 10:12:01
